PEDIDO;FECHA EMBARQUE;FECHA ENTREGA;HORA ENTREGA;FECHA CANCELACION;PROVEEDOR;RFC;FACTURA;IMPORTE FACTURA;DEPARTAMENTO;LUGAR ENTREGA;
26171466;09/04/2018;;;13/04/2018;7374;PMA-940802-F12;;;391;90;
;;;;;;;;;;;
TIENDA;MODELO;COLOR;TALLA;SKU;MARCA;TIPOMERC;UNI.MEDIDA;EMPAQUES;CODBARRAS;TIPOCODBAR;CANT PEDIDA
135;SKI-0201;v;v;1037115572;SKITTLES ORIGINAL;6 Contenedor Caja de Cartón;Piezas;1;40000140924;UP;12
135;GOMA PANDITAS GRANEL;v;v;14149384;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;74323093674;UP;5
135;NES-0301;v;v;1050304392;;6 Contenedor Caja de Cartón;Piezas;1;7891000109427;EN;24
136;HER-0119;v;v;1054228909;;6 Contenedor Caja de Cartón;Piezas;1;7501024544325;EN;6
136;HUEVITO PINTO RICOLI;v;v;1022496049;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;2050065473576;IN;5
136;KISSES ALMENDRA HERS;v;v;1011854351;1051881580P1;6 Contenedor Caja de Cartón;Piezas;1;2050059650747;IN;5
140;LUC-0212;v;v;14059580;MUECAS;6 Contenedor Caja de Cartón;Piezas;1;725181068013;UP;10
140;OFUGAS ?CIDAS 125G;v;v;36289252;ORUGAS ACIDAS;6 Contenedor Caja de Cartón;Piezas;1;8436036187620;EN;12
140;ORUGAS NEON 125 G;v;v;36289457;ORUGAS NEON;6 Contenedor Caja de Cartón;Piezas;1;8436036187637;EN;12
140;PULPOS 125G;v;v;36289554;PULPOS;6 Contenedor Caja de Cartón;Piezas;1;8436036187644;EN;12
140;LUNCH BAG-EF-40;v;v;41186593;LUNCH BAG;6 Contenedor Caja de Cartón;Piezas;1;813805002298;UP;24
140;PPR-0907;v;v;43330586;PELONETE;6 Contenedor Caja de Cartón;Piezas;1;719886511066;UP;6
140;LO-101;v;v;43331124;PELON PELO RICO;6 Contenedor Caja de Cartón;Piezas;1;719886001017;UP;12
140;EF-28;v;v;44962608;AROS DURAZNO;6 Contenedor Caja de Cartón;Piezas;1;8437005297753;EN;12
140;WR-31;v;v;59881671;BERRIES;6 Contenedor Caja de Cartón;Piezas;1;19000083449;UP;12
140;WR-32;v;v;59886649;FIVE FLAVORS;6 Contenedor Caja de Cartón;Piezas;1;19000083425;UP;12
140;LU-26;v;v;87279901;SKWINKLOTE;6 Contenedor Caja de Cartón;Piezas;1;7502226811970;EN;6
140;PPR-0903;v;v;1021882956;PELONAZO;6 Contenedor Caja de Cartón;Piezas;1;719886180392;UP;4
140;PELONETES POUCH;v;v;1028237878;PELONETES POUCH;6 Contenedor Caja de Cartón;Piezas;1;2050068631355;IN;12
140;MINI BURGER;v;v;1030315517;MINI BURGER;6 Contenedor Caja de Cartón;Piezas;1;813805002526;UP;12
140;HOTDOG;v;v;1030316645;HOTDOG;6 Contenedor Caja de Cartón;Piezas;1;813805002540;UP;12
140;SKI-0202;v;v;1037115581;SKITTLES WILDBERRY;6 Contenedor Caja de Cartón;Piezas;1;22000073563;UP;12
140;WIN-0103;v;v;1058335203;;6 Contenedor Caja de Cartón;Piezas;1;754177505607;UP;12
140;GOMA PANDITAS GRANEL;v;v;14149384;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;74323093674;UP;5
140;GOMA DULCIGOMA GRANE;v;v;14149414;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;7501000277940;EN;6
140;GOMA PULPO GRANEL;v;v;69379346;1051881563P1;6 Contenedor Caja de Cartón;Piezas;1;2050037669822;IN;6
140;GOMA TIBURONES ACIDO;v;v;1009598070;1051881563P1;6 Contenedor Caja de Cartón;Piezas;1;2050058455718;IN;6
140;GOMA DIENTES GRANEL;v;v;1029350058;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;2050069196549;IN;5
140;VIL-203;v;v;1058341637;;6 Contenedor Caja de Cartón;Piezas;1;2050084552856;IN;3
140;VIL-203;v;v;1058341645;;6 Contenedor Caja de Cartón;Piezas;1;2050084552863;IN;3
140;EFR-0343;v;v;1058360674;;6 Contenedor Caja de Cartón;Piezas;1;2050084565290;IN;6
140;GOMA LIFE SAVERS FIV;v;v;1006814146;1051881571P1;6 Contenedor Caja de Cartón;Piezas;1;2050056992925;IN;6
140;GOMA LIFE SAVERS WIL;v;v;1006814154;1051881571P1;6 Contenedor Caja de Cartón;Piezas;1;2050056993335;IN;6
140;SKITTLES ORIGINAL GR;v;v;1006814162;1051881571P1;6 Contenedor Caja de Cartón;Piezas;1;2050056993342;IN;6
140;SKWINKLES PINA/TAMAR;v;v;1021870958;1051881580P1;6 Contenedor Caja de Cartón;Piezas;1;2050065103763;IN;3
160;HER-0113;v;v;1025080234;BARRA COOKIES KS;6 Contenedor Caja de Cartón;Piezas;1;2050066870060;IN;12
160;NES-0301;v;v;1050304392;;6 Contenedor Caja de Cartón;Piezas;1;7891000109427;EN;24
160;HER-0119;v;v;1054228909;;6 Contenedor Caja de Cartón;Piezas;1;7501024544325;EN;6
161;HER-0119;v;v;1054228909;;6 Contenedor Caja de Cartón;Piezas;1;7501024544325;EN;6
164;SKI-0105;v;v;1037115564;SKITTLES TROPICAL;6 Contenedor Caja de Cartón;Piezas;1;7502226814445;EN;36
164;GOMA PANDITAS GRANEL;v;v;14149384;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;74323093674;UP;5
164;GOMA PULPO ACIDO GRA;v;v;59850725;1051881563P1;6 Contenedor Caja de Cartón;Piezas;1;2050052462941;IN;6
164;HE-02380;v;v;54433492;BITES C/ALMENDRA;6 Contenedor Caja de Cartón;Piezas;1;7501024523801;EN;12
164;M&M´S GRANEL;v;v;1004244431;1051881580P6;6 Contenedor Caja de Cartón;Piezas;1;2050055578755;IN;11
165;LUC-0212;v;v;14059580;MUECAS;6 Contenedor Caja de Cartón;Piezas;1;725181068013;UP;10
165;LUNCH BAG-EF-40;v;v;41186593;LUNCH BAG;6 Contenedor Caja de Cartón;Piezas;1;813805002298;UP;12
165;PRO-25;v;v;72632176;COCOY JUMBO;6 Contenedor Caja de Cartón;Piezas;1;713606040195;UP;12
165;PPR-0903;v;v;1021882956;PELONAZO;6 Contenedor Caja de Cartón;Piezas;1;719886180392;UP;4
165;GOMA PANDITAS GRANEL;v;v;14149384;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;74323093674;UP;10
165;GOMA DULCIGOMA GRANE;v;v;14149414;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;7501000277940;EN;12
165;GOMA TIBURONES ACIDO;v;v;1009598070;1051881563P1;6 Contenedor Caja de Cartón;Piezas;1;2050058455718;IN;6
165;SKWINKLES CHAMOY GRA;v;v;1021871580;1051881580P1;6 Contenedor Caja de Cartón;Piezas;1;2050065104500;IN;3
165;M&M´S CACAHUATE GRAN;v;v;1004244440;1051881580P6;6 Contenedor Caja de Cartón;Piezas;1;2050055578762;IN;11
169;LUNCH BAG-EF-40;v;v;41186593;LUNCH BAG;6 Contenedor Caja de Cartón;Piezas;1;813805002298;UP;12
169;SK-01;v;v;85421239;SKITTLES ORIGINAL;6 Contenedor Caja de Cartón;Piezas;1;7502226811871;EN;36
169;PPR-0903;v;v;1021882956;PELONAZO;6 Contenedor Caja de Cartón;Piezas;1;719886180392;UP;4
169;GOMA PANDITAS GRANEL;v;v;14149384;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;74323093674;UP;10
169;GOMA DULCIGOMA GRANE;v;v;14149414;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;7501000277940;EN;6
169;SKWINKLES CHAMOY GRA;v;v;1021871580;1051881580P1;6 Contenedor Caja de Cartón;Piezas;1;2050065104500;IN;3
170;EF-28;v;v;44962608;AROS DURAZNO;6 Contenedor Caja de Cartón;Piezas;1;8437005297753;EN;12
170;HOTDOG;v;v;1030316645;HOTDOG;6 Contenedor Caja de Cartón;Piezas;1;813805002540;UP;12
170;CHOCORETA GRANEL;v;v;14149431;1051881555P1;6 Contenedor Caja de Cartón;Piezas;1;74323078633;UP;6
173;SKI-0202;v;v;1037115581;SKITTLES WILDBERRY;6 Contenedor Caja de Cartón;Piezas;1;22000073563;UP;12
175;PPR-0903;v;v;1021882956;PELONAZO;6 Contenedor Caja de Cartón;Piezas;1;719886180392;UP;4
175;PPR-0913;v;v;1058164794;;6 Contenedor Caja de Cartón;Piezas;1;719886400193;UP;12
175;GOMA DIENTES GRANEL;v;v;1029350058;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;2050069196549;IN;5
175;BUBULUBU;v;v;656470;BUBULUBU;6 Contenedor Caja de Cartón;Piezas;1;7432354;;15
175;M&M´S CACAHUATE GRAN;v;v;1004244440;1051881580P6;6 Contenedor Caja de Cartón;Piezas;1;2050055578762;IN;11
177;LUNCH BAG-EF-40;v;v;41186593;LUNCH BAG;6 Contenedor Caja de Cartón;Piezas;1;813805002298;UP;12
177;PPR-0903;v;v;1021882956;PELONAZO;6 Contenedor Caja de Cartón;Piezas;1;719886180392;UP;4
177;LUC-0112;v;v;1050395878;;6 Contenedor Caja de Cartón;Piezas;1;7502226813820;EN;6
177;GOMA PANDITAS GRANEL;v;v;14149384;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;74323093674;UP;5
177;SKWINKLES PINA/TAMAR;v;v;1021870958;1051881580P1;6 Contenedor Caja de Cartón;Piezas;1;2050065103763;IN;3
177;SKWINKLES CHAMOY GRA;v;v;1021871580;1051881580P1;6 Contenedor Caja de Cartón;Piezas;1;2050065104500;IN;3
177;NES-0101;v;v;1050304350;;6 Contenedor Caja de Cartón;Piezas;1;7501059299221;EN;16
177;KISSES ALMENDRA HERS;v;v;1011854351;1051881580P1;6 Contenedor Caja de Cartón;Piezas;1;2050059650747;IN;5
178;LUC-0212;v;v;14059580;MUECAS;6 Contenedor Caja de Cartón;Piezas;1;725181068013;UP;10
178;LUNCH BAG-EF-40;v;v;41186593;LUNCH BAG;6 Contenedor Caja de Cartón;Piezas;1;813805002298;UP;12
178;LO-101;v;v;43331124;PELON PELO RICO;6 Contenedor Caja de Cartón;Piezas;1;719886001017;UP;12
178;WR-31;v;v;59881671;BERRIES;6 Contenedor Caja de Cartón;Piezas;1;19000083449;UP;12
178;GOMA PANDITAS GRANEL;v;v;14149384;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;74323093674;UP;5
178;GOMA DULCIGOMA GRANE;v;v;14149414;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;7501000277940;EN;6
178;GOMA LIFE SAVERS WIL;v;v;1006814154;1051881571P1;6 Contenedor Caja de Cartón;Piezas;1;2050056993335;IN;6
178;SKWINKLES CHAMOY GRA;v;v;1021871580;1051881580P1;6 Contenedor Caja de Cartón;Piezas;1;2050065104500;IN;3
178;NES-0301;v;v;1050304392;;6 Contenedor Caja de Cartón;Piezas;1;7891000109427;EN;24
180;LUC-0212;v;v;14059580;MUECAS;6 Contenedor Caja de Cartón;Piezas;1;725181068013;UP;10
180;LU-SKSAS;v;v;32937047;SKWINKLES SALSAGUE;6 Contenedor Caja de Cartón;Piezas;1;725181249016;UP;12
180;LUNCH BAG-EF-40;v;v;41186593;LUNCH BAG;6 Contenedor Caja de Cartón;Piezas;1;813805002298;UP;12
180;IND-01;v;v;45641759;DEDO;6 Contenedor Caja de Cartón;Piezas;1;790203019113;UP;24
180;WR-31;v;v;59881671;BERRIES;6 Contenedor Caja de Cartón;Piezas;1;19000083449;UP;12
180;WR-32;v;v;59886649;FIVE FLAVORS;6 Contenedor Caja de Cartón;Piezas;1;19000083425;UP;12
180;PPR-0903;v;v;1021882956;PELONAZO;6 Contenedor Caja de Cartón;Piezas;1;719886180392;UP;8
180;SKI-0201;v;v;1037115572;SKITTLES ORIGINAL;6 Contenedor Caja de Cartón;Piezas;1;40000140924;UP;12
180;WIN-0104;v;v;1058337729;;6 Contenedor Caja de Cartón;Piezas;1;754177506437;UP;12
180;GOMA PANDITAS GRANEL;v;v;14149384;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;74323093674;UP;10
180;GOMA DULCIGOMA GRANE;v;v;14149414;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;7501000277940;EN;6
180;GOMA TIBURONES ACIDO;v;v;1009598070;1051881563P1;6 Contenedor Caja de Cartón;Piezas;1;2050058455718;IN;6
180;GOMA LIFE SAVERS FIV;v;v;1006814146;1051881571P1;6 Contenedor Caja de Cartón;Piezas;1;2050056992925;IN;6
180;GOMA LIFE SAVERS WIL;v;v;1006814154;1051881571P1;6 Contenedor Caja de Cartón;Piezas;1;2050056993335;IN;6
180;SKWINKLES PINA/TAMAR;v;v;1021870958;1051881580P1;6 Contenedor Caja de Cartón;Piezas;1;2050065103763;IN;3
180;SKWINKLES CHAMOY GRA;v;v;1021871580;1051881580P1;6 Contenedor Caja de Cartón;Piezas;1;2050065104500;IN;3
180;HER-0119;v;v;1054228909;;6 Contenedor Caja de Cartón;Piezas;1;7501024544325;EN;6
180;HER-0405;v;v;1058163615;;6 Contenedor Caja de Cartón;Piezas;1;7501024546138;EN;6
180;PAYASO;v;v;656623;PALETA PAYASO;6 Contenedor Caja de Cartón;Piezas;1;7501000278404;EN;35
181;NES-0301;v;v;1050304392;;6 Contenedor Caja de Cartón;Piezas;1;7891000109427;EN;24
181;PASITAS CUBIERTA DE;v;v;14149538;1051881555P.5;6 Contenedor Caja de Cartón;Piezas;1;74323077896;UP;6
182;LUNCH BAG-EF-40;v;v;41186593;LUNCH BAG;6 Contenedor Caja de Cartón;Piezas;1;813805002298;UP;12
182;PPR-0903;v;v;1021882956;PELONAZO;6 Contenedor Caja de Cartón;Piezas;1;719886180392;UP;4
182;KRANKY GRANEL;v;v;14149562;1051881555P.5;6 Contenedor Caja de Cartón;Piezas;1;74323078121;UP;6
183;HER-0119;v;v;1054228909;;6 Contenedor Caja de Cartón;Piezas;1;7501024544325;EN;6
188;PPR-0903;v;v;1021882956;PELONAZO;6 Contenedor Caja de Cartón;Piezas;1;719886180392;UP;4
189;LUNCH BAG-EF-40;v;v;41186593;LUNCH BAG;6 Contenedor Caja de Cartón;Piezas;1;813805002298;UP;24
189;PPR-0907;v;v;43330586;PELONETE;6 Contenedor Caja de Cartón;Piezas;1;719886511066;UP;6
189;PPR-0903;v;v;1021882956;PELONAZO;6 Contenedor Caja de Cartón;Piezas;1;719886180392;UP;4
189;SKI-0201;v;v;1037115572;SKITTLES ORIGINAL;6 Contenedor Caja de Cartón;Piezas;1;40000140924;UP;12
189;GOMA PANDITAS GRANEL;v;v;14149384;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;74323093674;UP;25
189;GOMA PANDITAS GRANEL;v;v;14149384;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;74323093674;UP;25
189;GOMA DULCIGOMA GRANE;v;v;14149414;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;7501000277940;EN;6
189;GOMA PULPO GRANEL;v;v;69379346;1051881563P1;6 Contenedor Caja de Cartón;Piezas;1;2050037669822;IN;6
189;GOMA TIBURONES ACIDO;v;v;1009598070;1051881563P1;6 Contenedor Caja de Cartón;Piezas;1;2050058455718;IN;6
189;GOMA DIENTES GRANEL;v;v;1029350058;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;2050069196549;IN;5
189;GOMA LIFE SAVERS WIL;v;v;1006814154;1051881571P1;6 Contenedor Caja de Cartón;Piezas;1;2050056993335;IN;6
189;SKWINKLES PINA/TAMAR;v;v;1021870958;1051881580P1;6 Contenedor Caja de Cartón;Piezas;1;2050065103763;IN;3
189;SKWINKLES CHAMOY GRA;v;v;1021871580;1051881580P1;6 Contenedor Caja de Cartón;Piezas;1;2050065104500;IN;3
189;SKWINKLOTE SANDIA GR;v;v;1050395860;1051881580P1;6 Contenedor Caja de Cartón;Piezas;1;2050080466225;IN;3
191;LUNCH BAG-EF-40;v;v;41186593;LUNCH BAG;6 Contenedor Caja de Cartón;Piezas;1;813805002298;UP;12
192;WR-32;v;v;59886649;FIVE FLAVORS;6 Contenedor Caja de Cartón;Piezas;1;19000083425;UP;12
192;LUC-0112;v;v;1050395878;;6 Contenedor Caja de Cartón;Piezas;1;7502226813820;EN;6
192;HER-0119;v;v;1054228909;;6 Contenedor Caja de Cartón;Piezas;1;7501024544325;EN;6
194;LUNCH BAG-EF-40;v;v;41186593;LUNCH BAG;6 Contenedor Caja de Cartón;Piezas;1;813805002298;UP;12
194;PPR-0903;v;v;1021882956;PELONAZO;6 Contenedor Caja de Cartón;Piezas;1;719886180392;UP;4
194;PELONETES POUCH;v;v;1028237878;PELONETES POUCH;6 Contenedor Caja de Cartón;Piezas;1;2050068631355;IN;12
194;GOMA PANDITAS GRANEL;v;v;14149384;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;74323093674;UP;10
194;GOMA LIFE SAVERS WIL;v;v;1006814154;1051881571P1;6 Contenedor Caja de Cartón;Piezas;1;2050056993335;IN;6
194;PASITAS CUBIERTA DE;v;v;14149538;1051881555P.5;6 Contenedor Caja de Cartón;Piezas;1;74323077896;UP;6
195;LUNCH BAG-EF-40;v;v;41186593;LUNCH BAG;6 Contenedor Caja de Cartón;Piezas;1;813805002298;UP;12
195;GOMA PANDITAS GRANEL;v;v;14149384;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;74323093674;UP;5
195;HUEVITO PINTO RICOLI;v;v;1022496049;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;2050065473576;IN;5
197;SKWINKLES PINA/TAMAR;v;v;1021870958;1051881580P1;6 Contenedor Caja de Cartón;Piezas;1;2050065103763;IN;3
300;LUNCH BAG-EF-40;v;v;41186593;LUNCH BAG;6 Contenedor Caja de Cartón;Piezas;1;813805002298;UP;12
300;WR-32;v;v;59886649;FIVE FLAVORS;6 Contenedor Caja de Cartón;Piezas;1;19000083425;UP;12
300;SK-02;v;v;85421549;SKITTLES WILDBERRY;6 Contenedor Caja de Cartón;Piezas;1;7502226811819;EN;36
300;GOMA PANDITAS GRANEL;v;v;14149384;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;74323093674;UP;10
300;GOMA DULCIGOMA GRANE;v;v;14149414;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;7501000277940;EN;6
300;SKITTLES ORIGINAL GR;v;v;1006814162;1051881571P1;6 Contenedor Caja de Cartón;Piezas;1;2050056993342;IN;6
300;PAYASO;v;v;656623;PALETA PAYASO;6 Contenedor Caja de Cartón;Piezas;1;7501000278404;EN;35
302;LUNCH BAG-EF-40;v;v;41186593;LUNCH BAG;6 Contenedor Caja de Cartón;Piezas;1;813805002298;UP;12
302;WR-31;v;v;59881671;BERRIES;6 Contenedor Caja de Cartón;Piezas;1;19000083449;UP;12
302;WR-32;v;v;59886649;FIVE FLAVORS;6 Contenedor Caja de Cartón;Piezas;1;19000083425;UP;12
302;SK-01;v;v;85421239;SKITTLES ORIGINAL;6 Contenedor Caja de Cartón;Piezas;1;7502226811871;EN;36
302;PPR-0903;v;v;1021882956;PELONAZO;6 Contenedor Caja de Cartón;Piezas;1;719886180392;UP;4
302;GOMA PANDITAS GRANEL;v;v;14149384;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;74323093674;UP;10
302;GOMA DULCIGOMA GRANE;v;v;14149414;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;7501000277940;EN;12
302;GOMA LIFE SAVERS FIV;v;v;1006814146;1051881571P1;6 Contenedor Caja de Cartón;Piezas;1;2050056992925;IN;6
302;SKWINKLES PINA/TAMAR;v;v;1021870958;1051881580P1;6 Contenedor Caja de Cartón;Piezas;1;2050065103763;IN;6
302;SKWINKLES CHAMOY GRA;v;v;1021871580;1051881580P1;6 Contenedor Caja de Cartón;Piezas;1;2050065104500;IN;3
302;BUBULUBU;v;v;656470;BUBULUBU;6 Contenedor Caja de Cartón;Piezas;1;7432354;;15
303;LUC-0212;v;v;14059580;MUECAS;6 Contenedor Caja de Cartón;Piezas;1;725181068013;UP;10
303;LUNCH BAG-EF-40;v;v;41186593;LUNCH BAG;6 Contenedor Caja de Cartón;Piezas;1;813805002298;UP;24
303;LO-101;v;v;43331124;PELON PELO RICO;6 Contenedor Caja de Cartón;Piezas;1;719886001017;UP;12
303;SK-01;v;v;85421239;SKITTLES ORIGINAL;6 Contenedor Caja de Cartón;Piezas;1;7502226811871;EN;36
303;LU-26;v;v;87279901;SKWINKLOTE;6 Contenedor Caja de Cartón;Piezas;1;7502226811970;EN;6
303;PPR-0903;v;v;1021882956;PELONAZO;6 Contenedor Caja de Cartón;Piezas;1;719886180392;UP;4
303;SKI-0202;v;v;1037115581;SKITTLES WILDBERRY;6 Contenedor Caja de Cartón;Piezas;1;22000073563;UP;12
303;LUC-0112;v;v;1050395878;;6 Contenedor Caja de Cartón;Piezas;1;7502226813820;EN;6
303;GOMA PANDITAS GRANEL;v;v;14149384;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;74323093674;UP;10
303;GOMA DULCIGOMA GRANE;v;v;14149414;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;7501000277940;EN;12
303;GOMA DIENTES GRANEL;v;v;1029350058;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;2050069196549;IN;5
303;SKWINKLES PINA/TAMAR;v;v;1021870958;1051881580P1;6 Contenedor Caja de Cartón;Piezas;1;2050065103763;IN;3
303;SKWINKLES CHAMOY GRA;v;v;1021871580;1051881580P1;6 Contenedor Caja de Cartón;Piezas;1;2050065104500;IN;12
304;IND-02;v;v;45641775;MARIMBA;6 Contenedor Caja de Cartón;Piezas;1;790203039111;UP;12
304;HER-0112;v;v;1025080226;BARRA ALMENDRA KS;6 Contenedor Caja de Cartón;Piezas;1;7501024544295;EN;12
304;KISS 36 G;v;v;1028237827;KISS 36 G;6 Contenedor Caja de Cartón;Piezas;1;2050068630419;IN;12
304;BUBULUBU;v;v;656470;BUBULUBU;6 Contenedor Caja de Cartón;Piezas;1;7432354;;15
305;LUNCH BAG-EF-40;v;v;41186593;LUNCH BAG;6 Contenedor Caja de Cartón;Piezas;1;813805002298;UP;12
305;WR-31;v;v;59881671;BERRIES;6 Contenedor Caja de Cartón;Piezas;1;19000083449;UP;12
305;GOMA PANDITAS GRANEL;v;v;14149384;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;74323093674;UP;5
305;GOMA PULPO GRANEL;v;v;69379346;1051881563P1;6 Contenedor Caja de Cartón;Piezas;1;2050037669822;IN;6
305;GOMA DIENTES GRANEL;v;v;1029350058;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;2050069196549;IN;5
305;PASITAS CUBIERTA DE;v;v;14149538;1051881555P.5;6 Contenedor Caja de Cartón;Piezas;1;74323077896;UP;6
306;LUC-0212;v;v;14059580;MUECAS;6 Contenedor Caja de Cartón;Piezas;1;725181068013;UP;10
306;LUNCH BAG-EF-40;v;v;41186593;LUNCH BAG;6 Contenedor Caja de Cartón;Piezas;1;813805002298;UP;24
306;LO-101;v;v;43331124;PELON PELO RICO;6 Contenedor Caja de Cartón;Piezas;1;719886001017;UP;12
306;EF-28;v;v;44962608;AROS DURAZNO;6 Contenedor Caja de Cartón;Piezas;1;8437005297753;EN;12
306;WR-31;v;v;59881671;BERRIES;6 Contenedor Caja de Cartón;Piezas;1;19000083449;UP;12
306;WR-32;v;v;59886649;FIVE FLAVORS;6 Contenedor Caja de Cartón;Piezas;1;19000083425;UP;12
306;PRO-25;v;v;72632176;COCOY JUMBO;6 Contenedor Caja de Cartón;Piezas;1;713606040195;UP;12
306;LU-26;v;v;87279901;SKWINKLOTE;6 Contenedor Caja de Cartón;Piezas;1;7502226811970;EN;6
306;PPR-0903;v;v;1021882956;PELONAZO;6 Contenedor Caja de Cartón;Piezas;1;719886180392;UP;4
306;PELONETES POUCH;v;v;1028237878;PELONETES POUCH;6 Contenedor Caja de Cartón;Piezas;1;2050068631355;IN;12
306;SKI-0202;v;v;1037115581;SKITTLES WILDBERRY;6 Contenedor Caja de Cartón;Piezas;1;22000073563;UP;12
306;LUC-0112;v;v;1050395878;;6 Contenedor Caja de Cartón;Piezas;1;7502226813820;EN;6
306;GOMA PANDITAS GRANEL;v;v;14149384;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;74323093674;UP;20
306;GOMA DULCIGOMA GRANE;v;v;14149414;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;7501000277940;EN;12
306;GOMA DIENTES GRANEL;v;v;1029350058;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;2050069196549;IN;5
306;GOMA LIFE SAVERS FIV;v;v;1006814146;1051881571P1;6 Contenedor Caja de Cartón;Piezas;1;2050056992925;IN;6
306;SKWINKLOTE SANDIA GR;v;v;1050395860;1051881580P1;6 Contenedor Caja de Cartón;Piezas;1;2050080466225;IN;3
306;NES-0504;v;v;1050304414;;6 Contenedor Caja de Cartón;Piezas;1;7501059238541;EN;12
306;HER-0120;v;v;1054232752;;6 Contenedor Caja de Cartón;Piezas;1;7501024523412;EN;12
307;LUNCH BAG-EF-40;v;v;41186593;LUNCH BAG;6 Contenedor Caja de Cartón;Piezas;1;813805002298;UP;12
307;IND-02;v;v;45641775;MARIMBA;6 Contenedor Caja de Cartón;Piezas;1;790203039111;UP;12
308;OFUGAS ?CIDAS 125G;v;v;36289252;ORUGAS ACIDAS;6 Contenedor Caja de Cartón;Piezas;1;8436036187620;EN;12
308;LUNCH BAG-EF-40;v;v;41186593;LUNCH BAG;6 Contenedor Caja de Cartón;Piezas;1;813805002298;UP;12
308;LO-101;v;v;43331124;PELON PELO RICO;6 Contenedor Caja de Cartón;Piezas;1;719886001017;UP;12
308;EF-28;v;v;44962608;AROS DURAZNO;6 Contenedor Caja de Cartón;Piezas;1;8437005297753;EN;12
308;IND-01;v;v;45641759;DEDO;6 Contenedor Caja de Cartón;Piezas;1;790203019113;UP;24
308;WR-31;v;v;59881671;BERRIES;6 Contenedor Caja de Cartón;Piezas;1;19000083449;UP;12
308;PPR-0903;v;v;1021882956;PELONAZO;6 Contenedor Caja de Cartón;Piezas;1;719886180392;UP;4
308;LUC-0112;v;v;1050395878;;6 Contenedor Caja de Cartón;Piezas;1;7502226813820;EN;6
308;GOMA PANDITAS GRANEL;v;v;14149384;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;74323093674;UP;10
308;GOMA SANDIAS GRANEL;v;v;1051864821;1051881563P1;6 Contenedor Caja de Cartón;Piezas;1;2050081258027;IN;6
308;GOMA LIFE SAVERS FIV;v;v;1006814146;1051881571P1;6 Contenedor Caja de Cartón;Piezas;1;2050056992925;IN;6
308;HE-01331;v;v;32273441;BARRA ALMENDRA;6 Contenedor Caja de Cartón;Piezas;1;7501024513314;EN;12
308;NES-0201;v;v;1050304376;;6 Contenedor Caja de Cartón;Piezas;1;7501059239036;EN;6
308;NES-0301;v;v;1050304392;;6 Contenedor Caja de Cartón;Piezas;1;7891000109427;EN;24
308;HER-0125;v;v;1058328452;;6 Contenedor Caja de Cartón;Piezas;1;7501024592517;EN;12
308;BUBULUBU;v;v;656470;BUBULUBU;6 Contenedor Caja de Cartón;Piezas;1;7432354;;15
308;HUEVITO PINTO RICOLI;v;v;1022496049;1051879585P1;6 Contenedor Caja de Cartón;Piezas;1;2050065473576;IN;5
310;LUNCH BAG-EF-40;v;v;41186593;LUNCH BAG;6 Contenedor Caja de Cartón;Piezas;1;813805002298;UP;12
310;PPR-0907;v;v;43330586;PELONETE;6 Contenedor Caja de Cartón;Piezas;1;719886511066;UP;6
310;PRO-25;v;v;72632176;COCOY JUMBO;6 Contenedor Caja de Cartón;Piezas;1;713606040195;UP;12
